Encabezado:
	Formato: multipista sincronica
	Numero de pistas: 20
	Pulsos por negra: 240
Pista 0:
	Tama~no: 114
[0] Evento: metaevento, Canal: 15
[0] Evento: metaevento, Canal: 15
[0] Evento: metaevento, Canal: 15
[0] Evento: metaevento, Canal: 15
[0] Evento: metaevento, Canal: 15
[0] Evento: metaevento, Canal: 15
[0] Evento: metaevento, Canal: 0
[16] Evento: metaevento, Canal: 0
[80] Evento: metaevento, Canal: 0
[80] Evento: metaevento, Canal: 0
[80] Evento: metaevento, Canal: 15
[80] Evento: metaevento, Canal: 15
[80] Evento: metaevento, Canal: 15
[80] Evento: metaevento, Canal: 15
[111] Evento: metaevento, Canal: 15
[111] Evento: metaevento, Canal: 15
Final de la pista 0.
Pista 1:
	Tama~no: 7843
[0] Evento: metaevento, Canal: 15
[0] Evento: metaevento, Canal: 15
[0] Evento: cambio de control, Canal: 0
[31] Evento: cambio de control, Canal: 0
[62] Evento: cambio de control, Canal: 0
[93] Evento: cambio de control, Canal: 0
[240] Evento: cambio de control, Canal: 0
[241] Evento: cambio de control, Canal: 0
[242] Evento: cambio de programa, Canal: 0
[243] Evento: cambio de control, Canal: 0
[243] Evento: cambio de control, Canal: 0
[8640] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 127
[92780] Evento: cambio de pitch, Canal: 6
[92783] Evento: cambio de pitch, Canal: 6
[92790] Evento: cambio de pitch, Canal: 6
[92800] Evento: cambio de pitch, Canal: 6
[92803] Evento: cambio de pitch, Canal: 6
[92810] Evento: cambio de pitch, Canal: 6
[92813] Evento: cambio de pitch, Canal: 6
[92820] Evento: cambio de pitch, Canal: 6
[92823] Evento: cambio de pitch, Canal: 6
[92830] Evento: cambio de pitch, Canal: 6
[92833] Evento: cambio de pitch, Canal: 6
[92840] Evento: cambio de pitch, Canal: 6
[92843] Evento: cambio de pitch, Canal: 6
[92850] Evento: cambio de pitch, Canal: 6
[92870] Evento: nota encendida, Canal: 6, Nota: C#, Octava: 4, Velocidad: 0
[92890] Evento: cambio de pitch, Canal: 6
[92900] Evento: nota encendida, Canal: 6, Nota: D, Octava: 4, Velocidad: 127
[93020] Evento: nota encendida, Canal: 6, Nota: D, Octava: 4, Velocidad: 0
[93020] Evento: nota encendida, Canal: 6, Nota: F, Octava: 4, Velocidad: 127
[93140] Evento: nota encendida, Canal: 6, Nota: F, Octava: 4, Velocidad: 0
[93140] Evento: nota encendida, Canal: 6, Nota: G, Octava: 4, Velocidad: 127
[93230] Evento: nota encendida, Canal: 6, Nota: G, Octava: 4, Velocidad: 0
[93260] Evento: nota encendida, Canal: 6, Nota: D, Octava: 4, Velocidad: 127
[93380] Evento: nota encendida, Canal: 6, Nota: D, Octava: 4, Velocidad: 0
[93380] Evento: nota encendida, Canal: 6, Nota: F, Octava: 4, Velocidad: 127
[93500] Evento: nota encendida, Canal: 6, Nota: F, Octava: 4, Velocidad: 0
[93500] Evento: nota encendida, Canal: 6, Nota: G, Octava: 4, Velocidad: 127
[93620] Evento: nota encendida, Canal: 6, Nota: G, Octava: 4, Velocidad: 0
[93620] Evento: nota encendida, Canal: 6, Nota: A#, Octava: 4, Velocidad: 127
[93710] Evento: nota encendida, Canal: 6, Nota: A#, Octava: 4, Velocidad: 0
[93740] Evento: nota encendida, Canal: 6, Nota: C, Octava: 5, Velocidad: 127
[93750] Evento: cambio de pitch, Canal: 6
[93763] Evento: cambio de pitch, Canal: 6
[93770] Evento: cambio de pitch, Canal: 6
[93780] Evento: cambio de pitch, Canal: 6
[93783] Evento: cambio de pitch, Canal: 6
[93790] Evento: cambio de pitch, Canal: 6
[93800] Evento: cambio de pitch, Canal: 6
[93803] Evento: cambio de pitch, Canal: 6
[93813] Evento: cambio de pitch, Canal: 6
[93820] Evento: cambio de pitch, Canal: 6
[93823] Evento: cambio de pitch, Canal: 6
[93833] Evento: cambio de pitch, Canal: 6
[93840] Evento: cambio de pitch, Canal: 6
[93843] Evento: cambio de pitch, Canal: 6
[93850] Evento: cambio de pitch, Canal: 6
[93853] Evento: cambio de pitch, Canal: 6
[93860] Evento: cambio de pitch, Canal: 6
[93870] Evento: cambio de pitch, Canal: 6
[93873] Evento: cambio de pitch, Canal: 6
[93880] Evento: cambio de pitch, Canal: 6
[93890] Evento: cambio de pitch, Canal: 6
[93893] Evento: cambio de pitch, Canal: 6
[93900] Evento: cambio de pitch, Canal: 6
[93903] Evento: cambio de pitch, Canal: 6
[93910] Evento: cambio de pitch, Canal: 6
[93913] Evento: cambio de pitch, Canal: 6
[93920] Evento: cambio de pitch, Canal: 6
[93923] Evento: cambio de pitch, Canal: 6
[93930] Evento: cambio de pitch, Canal: 6
[93933] Evento: cambio de pitch, Canal: 6
[93940] Evento: cambio de pitch, Canal: 6
[93943] Evento: cambio de pitch, Canal: 6
[93950] Evento: cambio de pitch, Canal: 6
[93953] Evento: cambio de pitch, Canal: 6
[93960] Evento: cambio de pitch, Canal: 6
[93963] Evento: cambio de pitch, Canal: 6
[93970] Evento: cambio de pitch, Canal: 6
[93973] Evento: cambio de pitch, Canal: 6
[93980] Evento: cambio de pitch, Canal: 6
[94093] Evento: cambio de pitch, Canal: 6
[94100] Evento: nota encendida, Canal: 6, Nota: C, Octava: 5, Velocidad: 0
[94100] Evento: nota encendida, Canal: 6, Nota: C#, Octava: 5, Velocidad: 127
[94103] Evento: cambio de pitch, Canal: 6
[94110] Evento: cambio de pitch, Canal: 6
[94113] Evento: cambio de pitch, Canal: 6
[94120] Evento: cambio de pitch, Canal: 6
[94123] Evento: cambio de pitch, Canal: 6
[94130] Evento: cambio de pitch, Canal: 6
[94133] Evento: cambio de pitch, Canal: 6
[94140] Evento: cambio de pitch, Canal: 6
[94143] Evento: cambio de pitch, Canal: 6
[94150] Evento: cambio de pitch, Canal: 6
[94153] Evento: cambio de pitch, Canal: 6
[94160] Evento: cambio de pitch, Canal: 6
[94163] Evento: cambio de pitch, Canal: 6
[94213] Evento: cambio de pitch, Canal: 6
[94220] Evento: nota encendida, Canal: 6, Nota: C#, Octava: 5, Velocidad: 0
[94220] Evento: nota encendida, Canal: 6, Nota: C, Octava: 5, Velocidad: 127
[94310] Evento: nota encendida, Canal: 6, Nota: C, Octava: 5, Velocidad: 0
[94340] Evento: nota encendida, Canal: 6, Nota: A#, Octava: 4, Velocidad: 127
[94430] Evento: nota encendida, Canal: 6, Nota: A#, Octava: 4, Velocidad: 0
[94460] Evento: nota encendida, Canal: 6, Nota: C, Octava: 5, Velocidad: 127
[94580] Evento: nota encendida, Canal: 6, Nota: C, Octava: 5, Velocidad: 0
[94580] Evento: cambio de control, Canal: 6
[94580] Evento: nota encendida, Canal: 6, Nota: G, Octava: 4, Velocidad: 127
[94590] Evento: cambio de control, Canal: 6
[94593] Evento: cambio de control, Canal: 6
[94600] Evento: cambio de control, Canal: 6
[94603] Evento: cambio de control, Canal: 6
[94610] Evento: cambio de control, Canal: 6
[94613] Evento: cambio de control, Canal: 6
[94620] Evento: cambio de control, Canal: 6
[94623] Evento: cambio de control, Canal: 6
[94630] Evento: cambio de control, Canal: 6
[94633] Evento: cambio de control, Canal: 6
[94640] Evento: cambio de control, Canal: 6
[94643] Evento: cambio de control, Canal: 6
[94650] Evento: cambio de control, Canal: 6
[94660] Evento: cambio de control, Canal: 6
[94663] Evento: cambio de control, Canal: 6
[94673] Evento: cambio de control, Canal: 6
[94680] Evento: cambio de control, Canal: 6
[94693] Evento: cambio de control, Canal: 6
[94700] Evento: cambio de control, Canal: 6
[94703] Evento: cambio de control, Canal: 6
[94713] Evento: cambio de control, Canal: 6
[94723] Evento: cambio de control, Canal: 6
[94733] Evento: cambio de control, Canal: 6
[94743] Evento: cambio de control, Canal: 6
[94750] Evento: cambio de control, Canal: 6
[94753] Evento: cambio de control, Canal: 6
[94760] Evento: cambio de control, Canal: 6
[94763] Evento: cambio de control, Canal: 6
[94770] Evento: cambio de control, Canal: 6
[94773] Evento: cambio de control, Canal: 6
[94780] Evento: cambio de control, Canal: 6
[94783] Evento: cambio de control, Canal: 6
[94790] Evento: cambio de control, Canal: 6
[94793] Evento: cambio de control, Canal: 6
[94800] Evento: cambio de control, Canal: 6
[94803] Evento: cambio de control, Canal: 6
[94820] Evento: nota encendida, Canal: 6, Nota: G, Octava: 4, Velocidad: 0
[94940] Evento: nota encendida, Canal: 6, Nota: G, Octava: 4, Velocidad: 127
[95000] Evento: nota encendida, Canal: 6, Nota: G, Octava: 4, Velocidad: 0
[95060] Evento: nota encendida, Canal: 6, Nota: A#, Octava: 4, Velocidad: 127
[95180] Evento: nota encendida, Canal: 6, Nota: A#, Octava: 4, Velocidad: 0
[95180] Evento: nota encendida, Canal: 6, Nota: G, Octava: 4, Velocidad: 127
[95220] Evento: nota encendida, Canal: 6, Nota: G, Octava: 4, Velocidad: 0
[95240] Evento: nota encendida, Canal: 6, Nota: G, Octava: 4, Velocidad: 127
[95280] Evento: nota encendida, Canal: 6, Nota: G, Octava: 4, Velocidad: 0
[95300] Evento: nota encendida, Canal: 6, Nota: C, Octava: 5, Velocidad: 127
[95360] Evento: nota encendida, Canal: 6, Nota: C, Octava: 5, Velocidad: 0
[95360] Evento: nota encendida, Canal: 6, Nota: A#, Octava: 4, Velocidad: 127
[95420] Evento: nota encendida, Canal: 6, Nota: A#, Octava: 4, Velocidad: 0
[95420] Evento: nota encendida, Canal: 6, Nota: G, Octava: 4, Velocidad: 127
[95460] Evento: nota encendida, Canal: 6, Nota: G, Octava: 4, Velocidad: 0
[95480] Evento: nota encendida, Canal: 6, Nota: C, Octava: 5, Velocidad: 127
[95540] Evento: nota encendida, Canal: 6, Nota: C, Octava: 5, Velocidad: 0
[95540] Evento: nota encendida, Canal: 6, Nota: A#, Octava: 4, Velocidad: 127
[95600] Evento: nota encendida, Canal: 6, Nota: A#, Octava: 4, Velocidad: 0
[95600] Evento: nota encendida, Canal: 6, Nota: G, Octava: 4, Velocidad: 127
[95640] Evento: nota encendida, Canal: 6, Nota: G, Octava: 4, Velocidad: 0
[95660] Evento: nota encendida, Canal: 6, Nota: C, Octava: 5, Velocidad: 127
[95720] Evento: nota encendida, Canal: 6, Nota: C, Octava: 5, Velocidad: 0
[95720] Evento: nota encendida, Canal: 6, Nota: A#, Octava: 4, Velocidad: 127
[95780] Evento: nota encendida, Canal: 6, Nota: A#, Octava: 4, Velocidad: 0
[95780] Evento: nota encendida, Canal: 6, Nota: C, Octava: 5, Velocidad: 127
[95840] Evento: nota encendida, Canal: 6, Nota: C, Octava: 5, Velocidad: 0
[95900] Evento: nota encendida, Canal: 6, Nota: D, Octava: 5, Velocidad: 127
[95960] Evento: nota encendida, Canal: 6, Nota: D, Octava: 5, Velocidad: 0
[96020] Evento: nota encendida, Canal: 6, Nota: D#, Octava: 5, Velocidad: 127
[96080] Evento: nota encendida, Canal: 6, Nota: D#, Octava: 5, Velocidad: 0
[96140] Evento: nota encendida, Canal: 6, Nota: D#, Octava: 5, Velocidad: 127
[96163] Evento: cambio de pitch, Canal: 6
[96170] Evento: cambio de pitch, Canal: 6
[96173] Evento: cambio de pitch, Canal: 6
[96180] Evento: cambio de pitch, Canal: 6
[96183] Evento: cambio de pitch, Canal: 6
[96190] Evento: cambio de pitch, Canal: 6
[96193] Evento: cambio de pitch, Canal: 6
[96200] Evento: cambio de pitch, Canal: 6
[96203] Evento: cambio de pitch, Canal: 6
[96210] Evento: cambio de pitch, Canal: 6
[96320] Evento: nota encendida, Canal: 6, Nota: D#, Octava: 5, Velocidad: 0
[96380] Evento: cambio de pitch, Canal: 6
[96380] Evento: nota encendida, Canal: 6, Nota: F, Octava: 5, Velocidad: 127
[96400] Evento: cambio de pitch, Canal: 6
[96410] Evento: cambio de pitch, Canal: 6
[96413] Evento: cambio de pitch, Canal: 6
[96420] Evento: cambio de pitch, Canal: 6
[96423] Evento: cambio de pitch, Canal: 6
[96430] Evento: cambio de pitch, Canal: 6
[96440] Evento: cambio de pitch, Canal: 6
[96443] Evento: cambio de pitch, Canal: 6
[96450] Evento: cambio de pitch, Canal: 6
[96453] Evento: cambio de pitch, Canal: 6
[96460] Evento: cambio de pitch, Canal: 6
[96463] Evento: cambio de pitch, Canal: 6
[96470] Evento: cambio de pitch, Canal: 6
[96473] Evento: cambio de pitch, Canal: 6
[96480] Evento: cambio de pitch, Canal: 6
[96483] Evento: cambio de pitch, Canal: 6
[96490] Evento: cambio de pitch, Canal: 6
[96493] Evento: cambio de pitch, Canal: 6
[96500] Evento: cambio de pitch, Canal: 6
[96503] Evento: cambio de pitch, Canal: 6
[96510] Evento: cambio de pitch, Canal: 6
[96513] Evento: cambio de pitch, Canal: 6
[96520] Evento: cambio de pitch, Canal: 6
[96523] Evento: cambio de pitch, Canal: 6
[96530] Evento: cambio de pitch, Canal: 6
[96540] Evento: cambio de pitch, Canal: 6
[96543] Evento: cambio de pitch, Canal: 6
[96573] Evento: cambio de control, Canal: 6
[96580] Evento: cambio de control, Canal: 6
[96583] Evento: cambio de control, Canal: 6
[96590] Evento: cambio de control, Canal: 6
[96593] Evento: cambio de control, Canal: 6
[96600] Evento: cambio de control, Canal: 6
[96603] Evento: cambio de control, Canal: 6
[96610] Evento: cambio de control, Canal: 6
[96613] Evento: cambio de control, Canal: 6
[96623] Evento: cambio de control, Canal: 6
[96630] Evento: cambio de control, Canal: 6
[96633] Evento: cambio de control, Canal: 6
[96640] Evento: cambio de control, Canal: 6
[96643] Evento: cambio de control, Canal: 6
[96650] Evento: cambio de control, Canal: 6
[96653] Evento: cambio de control, Canal: 6
[96663] Evento: cambio de control, Canal: 6
[96670] Evento: cambio de control, Canal: 6
[96673] Evento: cambio de control, Canal: 6
[96683] Evento: cambio de control, Canal: 6
[96690] Evento: cambio de control, Canal: 6
[96693] Evento: cambio de control, Canal: 6
[96703] Evento: cambio de control, Canal: 6
[96713] Evento: cambio de control, Canal: 6
[96723] Evento: cambio de control, Canal: 6
[96730] Evento: cambio de control, Canal: 6
[96740] Evento: nota encendida, Canal: 6, Nota: F, Octava: 5, Velocidad: 0
[96770] Evento: cambio de control, Canal: 6
[96773] Evento: cambio de control, Canal: 6
[96780] Evento: cambio de control, Canal: 6
[96783] Evento: cambio de control, Canal: 6
[96790] Evento: cambio de control, Canal: 6
[96793] Evento: cambio de control, Canal: 6
[96800] Evento: cambio de pitch, Canal: 6
[96800] Evento: cambio de control, Canal: 6
[96803] Evento: cambio de control, Canal: 6
[96810] Evento: cambio de control, Canal: 6
[96813] Evento: cambio de control, Canal: 6
[96820] Evento: cambio de control, Canal: 6
[96823] Evento: cambio de control, Canal: 6
[96830] Evento: cambio de control, Canal: 6
[96833] Evento: cambio de control, Canal: 6
[96843] Evento: cambio de control, Canal: 6
[96860] Evento: nota encendida, Canal: 6, Nota: F, Octava: 5, Velocidad: 127
[96870] Evento: cambio de pitch, Canal: 6
[96880] Evento: cambio de pitch, Canal: 6
[96893] Evento: cambio de pitch, Canal: 6
[96900] Evento: cambio de pitch, Canal: 6
[96903] Evento: cambio de pitch, Canal: 6
[96910] Evento: cambio de pitch, Canal: 6
[96913] Evento: cambio de pitch, Canal: 6
[96920] Evento: cambio de pitch, Canal: 6
[96923] Evento: cambio de pitch, Canal: 6
[96930] Evento: cambio de pitch, Canal: 6
[96933] Evento: cambio de pitch, Canal: 6
[96940] Evento: cambio de pitch, Canal: 6
[96943] Evento: cambio de pitch, Canal: 6
[96950] Evento: cambio de pitch, Canal: 6
[96953] Evento: cambio de pitch, Canal: 6
[96960] Evento: cambio de pitch, Canal: 6
[96963] Evento: cambio de pitch, Canal: 6
[96970] Evento: cambio de pitch, Canal: 6
[96973] Evento: cambio de pitch, Canal: 6
[96980] Evento: cambio de pitch, Canal: 6
[96983] Evento: cambio de pitch, Canal: 6
[96990] Evento: cambio de pitch, Canal: 6
[96993] Evento: cambio de pitch, Canal: 6
[97000] Evento: cambio de pitch, Canal: 6
[97003] Evento: cambio de pitch, Canal: 6
[97010] Evento: cambio de pitch, Canal: 6
[97070] Evento: nota encendida, Canal: 6, Nota: F, Octava: 5, Velocidad: 0
[97093] Evento: cambio de pitch, Canal: 6
[97100] Evento: nota encendida, Canal: 6, Nota: F, Octava: 5, Velocidad: 127
[97190] Evento: nota encendida, Canal: 6, Nota: F, Octava: 5, Velocidad: 0
[97220] Evento: nota encendida, Canal: 6, Nota: G, Octava: 5, Velocidad: 127
[97310] Evento: nota encendida, Canal: 6, Nota: G, Octava: 5, Velocidad: 0
[97340] Evento: nota encendida, Canal: 6, Nota: F, Octava: 5, Velocidad: 127
[97373] Evento: cambio de pitch, Canal: 6
[97383] Evento: cambio de pitch, Canal: 6
[97390] Evento: cambio de pitch, Canal: 6
[97403] Evento: cambio de pitch, Canal: 6
[97410] Evento: cambio de pitch, Canal: 6
[97413] Evento: cambio de pitch, Canal: 6
[97423] Evento: cambio de pitch, Canal: 6
[97430] Evento: cambio de pitch, Canal: 6
[97433] Evento: cambio de pitch, Canal: 6
[97440] Evento: cambio de pitch, Canal: 6
[97443] Evento: cambio de pitch, Canal: 6
[97450] Evento: cambio de pitch, Canal: 6
[97453] Evento: cambio de pitch, Canal: 6
[97463] Evento: cambio de pitch, Canal: 6
[97470] Evento: cambio de pitch, Canal: 6
[97473] Evento: cambio de pitch, Canal: 6
[97483] Evento: cambio de pitch, Canal: 6
[97490] Evento: cambio de pitch, Canal: 6
[97493] Evento: cambio de pitch, Canal: 6
[97500] Evento: cambio de pitch, Canal: 6
[97610] Evento: cambio de control, Canal: 6
[97613] Evento: cambio de control, Canal: 6
[97623] Evento: cambio de control, Canal: 6
[97633] Evento: cambio de control, Canal: 6
[97640] Evento: cambio de control, Canal: 6
[97643] Evento: cambio de control, Canal: 6
[97650] Evento: cambio de control, Canal: 6
[97653] Evento: cambio de control, Canal: 6
[97660] Evento: cambio de control, Canal: 6
[97663] Evento: cambio de control, Canal: 6
[97680] Evento: cambio de control, Canal: 6
[97700] Evento: nota encendida, Canal: 6, Nota: F, Octava: 5, Velocidad: 0
[97703] Evento: cambio de control, Canal: 6
[97720] Evento: cambio de control, Canal: 6
[97730] Evento: cambio de control, Canal: 6
[97733] Evento: cambio de control, Canal: 6
[97750] Evento: cambio de control, Canal: 6
[97753] Evento: cambio de pitch, Canal: 6
[97753] Evento: cambio de control, Canal: 6
[97760] Evento: cambio de control, Canal: 6
[97763] Evento: cambio de control, Canal: 6
[97770] Evento: cambio de control, Canal: 6
[97800] Evento: cambio de control, Canal: 6
[97820] Evento: nota encendida, Canal: 6, Nota: F, Octava: 5, Velocidad: 127
[97880] Evento: nota encendida, Canal: 6, Nota: F, Octava: 5, Velocidad: 0
[97940] Evento: nota encendida, Canal: 6, Nota: G, Octava: 5, Velocidad: 127
[98020] Evento: nota encendida, Canal: 6, Nota: G, Octava: 5, Velocidad: 0
[98060] Evento: nota encendida, Canal: 6, Nota: F, Octava: 5, Velocidad: 127
[98140] Evento: nota encendida, Canal: 6, Nota: F, Octava: 5, Velocidad: 0
[98180] Evento: nota encendida, Canal: 6, Nota: D, Octava: 5, Velocidad: 127
[98260] Evento: nota encendida, Canal: 6, Nota: D, Octava: 5, Velocidad: 0
[98300] Evento: nota encendida, Canal: 6, Nota: C, Octava: 5, Velocidad: 127
[98380] Evento: nota encendida, Canal: 6, Nota: C, Octava: 5, Velocidad: 0
[98420] Evento: nota encendida, Canal: 6, Nota: C, Octava: 5, Velocidad: 127
[98430] Evento: cambio de pitch, Canal: 6
[98450] Evento: cambio de pitch, Canal: 6
[98453] Evento: cambio de pitch, Canal: 6
[98463] Evento: cambio de pitch, Canal: 6
[98470] Evento: cambio de pitch, Canal: 6
[98473] Evento: cambio de pitch, Canal: 6
[98480] Evento: cambio de pitch, Canal: 6
[98483] Evento: cambio de pitch, Canal: 6
[98490] Evento: cambio de pitch, Canal: 6
[98493] Evento: cambio de pitch, Canal: 6
[98500] Evento: cambio de pitch, Canal: 6
[98503] Evento: cambio de pitch, Canal: 6
[98510] Evento: cambio de pitch, Canal: 6
[98513] Evento: cambio de pitch, Canal: 6
[98520] Evento: cambio de pitch, Canal: 6
[98523] Evento: cambio de pitch, Canal: 6
[98530] Evento: cambio de pitch, Canal: 6
[98533] Evento: cambio de pitch, Canal: 6
[98540] Evento: cambio de pitch, Canal: 6
[98543] Evento: cambio de pitch, Canal: 6
[98550] Evento: cambio de pitch, Canal: 6
[98553] Evento: cambio de pitch, Canal: 6
[98560] Evento: cambio de pitch, Canal: 6
[98563] Evento: cambio de pitch, Canal: 6
[98570] Evento: cambio de pitch, Canal: 6
[98580] Evento: cambio de control, Canal: 6
[98583] Evento: cambio de control, Canal: 6
[98593] Evento: cambio de control, Canal: 6
[98600] Evento: cambio de control, Canal: 6
[98610] Evento: cambio de control, Canal: 6
[98613] Evento: cambio de control, Canal: 6
[98620] Evento: cambio de control, Canal: 6
[98623] Evento: cambio de control, Canal: 6
[98630] Evento: cambio de control, Canal: 6
[98633] Evento: cambio de control, Canal: 6
[98640] Evento: cambio de control, Canal: 6
[98680] Evento: cambio de control, Canal: 6
[98683] Evento: cambio de control, Canal: 6
[98700] Evento: cambio de control, Canal: 6
[98703] Evento: cambio de control, Canal: 6
[98710] Evento: cambio de control, Canal: 6
[98713] Evento: cambio de control, Canal: 6
[98720] Evento: cambio de control, Canal: 6
[98723] Evento: cambio de control, Canal: 6
[98730] Evento: cambio de control, Canal: 6
[98733] Evento: cambio de control, Canal: 6
[98740] Evento: cambio de control, Canal: 6
[98743] Evento: cambio de control, Canal: 6
[98750] Evento: cambio de control, Canal: 6
[98753] Evento: cambio de control, Canal: 6
[98760] Evento: cambio de control, Canal: 6
[98780] Evento: nota encendida, Canal: 6, Nota: C, Octava: 5, Velocidad: 0
[98783] Evento: cambio de control, Canal: 6
[98820] Evento: cambio de pitch, Canal: 6
[98900] Evento: nota encendida, Canal: 6, Nota: C#, Octava: 4, Velocidad: 127
[98903] Evento: cambio de pitch, Canal: 6
[98907] Evento: cambio de pitch, Canal: 6
[98910] Evento: cambio de pitch, Canal: 6
[98920] Evento: cambio de pitch, Canal: 6
[98921] Evento: cambio de pitch, Canal: 6
[98923] Evento: cambio de pitch, Canal: 6
[98930] Evento: cambio de pitch, Canal: 6
[98933] Evento: cambio de pitch, Canal: 6
[98935] Evento: cambio de pitch, Canal: 6
[98940] Evento: cambio de pitch, Canal: 6
[98941] Evento: cambio de pitch, Canal: 6
[98943] Evento: cambio de pitch, Canal: 6
[98947] Evento: cambio de pitch, Canal: 6
[98950] Evento: cambio de pitch, Canal: 6
[98953] Evento: cambio de pitch, Canal: 6
[98955] Evento: cambio de pitch, Canal: 6
[98960] Evento: cambio de pitch, Canal: 6
[98961] Evento: cambio de pitch, Canal: 6
[98963] Evento: cambio de pitch, Canal: 6
[98967] Evento: cambio de pitch, Canal: 6
[99015] Evento: cambio de pitch, Canal: 6
[99020] Evento: nota encendida, Canal: 6, Nota: C#, Octava: 4, Velocidad: 0
[99020] Evento: nota encendida, Canal: 6, Nota: F, Octava: 4, Velocidad: 127
[99110] Evento: nota encendida, Canal: 6, Nota: F, Octava: 4, Velocidad: 0
[99140] Evento: nota encendida, Canal: 6, Nota: D, Octava: 4, Velocidad: 127
[99140] Evento: cambio de pitch, Canal: 6
[99141] Evento: cambio de pitch, Canal: 6
[99143] Evento: cambio de pitch, Canal: 6
[99147] Evento: cambio de pitch, Canal: 6
[99150] Evento: cambio de pitch, Canal: 6
[99153] Evento: cambio de pitch, Canal: 6
[99155] Evento: cambio de pitch, Canal: 6
[99160] Evento: cambio de pitch, Canal: 6
[99161] Evento: cambio de pitch, Canal: 6
[99163] Evento: cambio de pitch, Canal: 6
[99167] Evento: cambio de pitch, Canal: 6
[99170] Evento: cambio de pitch, Canal: 6
[99173] Evento: cambio de pitch, Canal: 6
[99175] Evento: cambio de pitch, Canal: 6
[99180] Evento: cambio de pitch, Canal: 6
[99181] Evento: cambio de pitch, Canal: 6
[99200] Evento: nota encendida, Canal: 6, Nota: D, Octava: 4, Velocidad: 0
[99200] Evento: nota encendida, Canal: 6, Nota: C, Octava: 4, Velocidad: 100
[99260] Evento: nota encendida, Canal: 6, Nota: C, Octava: 4, Velocidad: 0
[99260] Evento: nota encendida, Canal: 6, Nota: A#, Octava: 3, Velocidad: 110
[99380] Evento: nota encendida, Canal: 6, Nota: A#, Octava: 3, Velocidad: 0
[99380] Evento: nota encendida, Canal: 6, Nota: C, Octava: 4, Velocidad: 127
[99470] Evento: nota encendida, Canal: 6, Nota: C, Octava: 4, Velocidad: 0
[99500] Evento: nota encendida, Canal: 6, Nota: A, Octava: 3, Velocidad: 127
[99515] Evento: cambio de pitch, Canal: 6
[99520] Evento: cambio de pitch, Canal: 6
[99521] Evento: cambio de pitch, Canal: 6
[99523] Evento: cambio de pitch, Canal: 6
[99530] Evento: cambio de pitch, Canal: 6
[99533] Evento: cambio de pitch, Canal: 6
[99535] Evento: cambio de pitch, Canal: 6
[99540] Evento: cambio de pitch, Canal: 6
[99541] Evento: cambio de pitch, Canal: 6
[99547] Evento: cambio de pitch, Canal: 6
[99553] Evento: cambio de pitch, Canal: 6
[99560] Evento: cambio de pitch, Canal: 6
[99561] Evento: cambio de pitch, Canal: 6
[99575] Evento: cambio de pitch, Canal: 6
[99580] Evento: cambio de pitch, Canal: 6
[99581] Evento: cambio de pitch, Canal: 6
[99583] Evento: cambio de pitch, Canal: 6
[99587] Evento: cambio de pitch, Canal: 6
[99593] Evento: cambio de pitch, Canal: 6
[99595] Evento: cambio de pitch, Canal: 6
[99600] Evento: cambio de pitch, Canal: 6
[99601] Evento: cambio de pitch, Canal: 6
[99603] Evento: cambio de pitch, Canal: 6
[99607] Evento: cambio de pitch, Canal: 6
[99610] Evento: cambio de pitch, Canal: 6
[99613] Evento: cambio de pitch, Canal: 6
[99615] Evento: cambio de pitch, Canal: 6
[99620] Evento: nota encendida, Canal: 6, Nota: A, Octava: 3, Velocidad: 0
[99620] Evento: nota encendida, Canal: 6, Nota: G, Octava: 3, Velocidad: 127
[99650] Evento: cambio de control, Canal: 6
[99655] Evento: cambio de control, Canal: 6
[99658] Evento: cambio de control, Canal: 6
[99662] Evento: cambio de control, Canal: 6
[99666] Evento: cambio de control, Canal: 6
[99670] Evento: cambio de control, Canal: 6
[99675] Evento: cambio de control, Canal: 6
[99682] Evento: cambio de control, Canal: 6
[99686] Evento: cambio de control, Canal: 6
[99690] Evento: cambio de control, Canal: 6
[99695] Evento: cambio de control, Canal: 6
[99698] Evento: cambio de control, Canal: 6
[99702] Evento: cambio de control, Canal: 6
[99706] Evento: cambio de control, Canal: 6
[99710] Evento: cambio de control, Canal: 6
[99715] Evento: cambio de control, Canal: 6
[99718] Evento: cambio de control, Canal: 6
[99722] Evento: cambio de control, Canal: 6
[99730] Evento: cambio de control, Canal: 6
[99735] Evento: cambio de control, Canal: 6
[99738] Evento: cambio de control, Canal: 6
[99750] Evento: cambio de control, Canal: 6
[99758] Evento: cambio de control, Canal: 6
[99762] Evento: cambio de control, Canal: 6
[99766] Evento: cambio de control, Canal: 6
[99770] Evento: cambio de control, Canal: 6
[99775] Evento: cambio de control, Canal: 6
[99778] Evento: cambio de control, Canal: 6
[99782] Evento: cambio de control, Canal: 6
[99786] Evento: cambio de control, Canal: 6
[99790] Evento: cambio de control, Canal: 6
[99795] Evento: cambio de control, Canal: 6
[99798] Evento: cambio de control, Canal: 6
[99800] Evento: nota encendida, Canal: 6, Nota: G, Octava: 3, Velocidad: 0
[99802] Evento: cambio de control, Canal: 6
[99806] Evento: cambio de control, Canal: 6
[99810] Evento: cambio de control, Canal: 6
[99815] Evento: cambio de control, Canal: 6
[99818] Evento: cambio de control, Canal: 6
[99860] Evento: nota encendida, Canal: 6, Nota: F, Octava: 4, Velocidad: 127
